fast,slow,sharpe,max_dd,trades,win%
640,1600,0.0007,1.2463,25,36.0
320,720,0.0007,1.8667,49,42.9
680,1720,0.0006,1.1416,20,40.0
720,2440,0.0006,1.5538,18,38.9
680,1680,0.0006,1.0796,21,42.9
360,720,0.0005,1.8865,46,37.0
440,720,0.0004,1.9181,44,38.6
640,1640,0.0004,1.2436,25,36.0
720,1520,0.0003,1.1882,23,34.8
720,1480,0.0003,1.1682,24,41.7
440,840,0.0003,1.9519,41,39.0
760,1640,0.0003,1.1176,19,42.1
200,480,0.0003,2.1464,69,40.6
520,720,0.0003,1.9202,42,38.1
600,680,0.0003,1.9004,41,39.0
520,760,0.0003,1.9326,40,37.5
480,760,0.0002,1.959,41,39.0
560,680,0.0002,1.9207,42,40.5
320,800,0.0002,1.8727,47,40.4
680,2440,0.0002,1.5358,18,33.3
320,640,0.0001,1.8558,50,46.0
360,440,0.0001,2.3492,58,39.7
560,2440,0.0001,1.2821,21,47.6
440,800,0.0001,1.9511,41,39.0
240,480,0.0001,2.2955,64,42.2
640,1720,0.0,1.2716,23,34.8
280,720,-0.0,1.8905,50,48.0
240,800,-0.0,1.8248,49,36.7
520,800,-0.0,1.9186,39,33.3
480,840,0.0,1.9599,39,38.5
680,1520,0.0,1.2507,24,33.3
280,1640,-0.0,1.3477,37,27.0
440,760,-0.0001,1.956,43,39.5
640,1680,-0.0001,1.3305,25,32.0
600,2400,-0.0001,1.2943,21,42.9
200,1560,-0.0001,1.3084,45,28.9
280,760,-0.0001,1.8957,50,46.0
400,800,-0.0002,1.9196,45,35.6
760,1720,-0.0002,1.1032,19,42.1
400,760,-0.0002,1.9414,45,40.0
240,600,-0.0002,1.535,59,42.4
480,800,-0.0002,1.9719,41,36.6
280,440,-0.0003,2.2565,64,40.6
640,1560,-0.0003,1.1882,26,38.5
640,1520,-0.0003,1.1972,26,38.5
760,1680,-0.0003,1.1268,19,42.1
320,360,-0.0003,1.1193,73,41.1
560,720,-0.0003,1.9344,40,35.0
800,1480,-0.0003,1.086,23,39.1
280,560,-0.0003,1.3625,59,49.2
240,400,-0.0003,2.1619,76,39.5
520,2440,-0.0003,1.3095,21,38.1
560,760,-0.0003,1.9342,39,35.9
520,600,-0.0004,1.4482,44,36.4
680,1480,-0.0004,1.2983,28,35.7
200,360,-0.0004,1.9708,88,44.3
760,1600,-0.0004,1.2122,21,42.9
360,840,-0.0004,1.9116,45,35.6
480,720,-0.0005,1.9694,43,39.5
360,920,-0.0005,1.9091,42,33.3
800,1520,-0.0005,1.2532,22,40.9
320,480,-0.0005,2.5441,59,40.7
600,1600,-0.0005,1.2964,25,40.0
240,760,-0.0005,1.8333,52,36.5
480,880,-0.0005,1.9648,40,35.0
560,2480,-0.0005,1.3589,21,47.6
520,2400,-0.0005,1.3198,21,42.9
240,360,-0.0005,2.2005,80,37.5
240,1640,-0.0005,1.4081,39,30.8
480,560,-0.0006,1.341,49,36.7
280,680,-0.0006,1.8533,53,37.7
560,2360,-0.0006,1.3769,21,42.9
400,920,-0.0006,1.9191,42,35.7
560,640,-0.0006,1.9234,44,43.2
560,2400,-0.0006,1.4073,21,42.9
800,1560,-0.0006,1.2767,22,45.5
200,400,-0.0006,2.1569,81,35.8
800,1640,-0.0006,1.0916,19,42.1
560,1640,-0.0007,1.2815,25,48.0
640,1480,-0.0007,1.301,27,37.0
240,1680,-0.0007,1.3703,39,28.2
240,920,-0.0007,1.8361,52,40.4
800,1600,-0.0007,1.2103,21,42.9
640,1760,-0.0007,1.4246,24,37.5
640,680,-0.0007,1.9056,40,35.0
720,1680,-0.0007,1.0981,19,42.1
520,2360,-0.0008,1.3959,21,42.9
240,1480,-0.0008,1.5326,46,32.6
400,840,-0.0008,1.9228,44,36.4
800,1760,-0.0008,1.2072,18,38.9
200,1600,-0.0008,1.349,48,25.0
200,760,-0.0008,1.8078,55,40.0
320,520,-0.0008,2.5404,55,32.7
280,1520,-0.0008,1.625,42,33.3
560,1600,-0.0008,1.3052,25,48.0
600,1560,-0.0009,1.3459,26,42.3
880,1640,-0.0009,1.219,18,38.9
240,1720,-0.0009,1.3797,39,30.8
200,960,-0.0009,1.7912,51,37.3
760,1560,-0.0009,1.2583,22,45.5
320,880,-0.0009,1.8732,48,33.3
280,840,-0.0009,1.8825,49,40.8
800,1800,-0.0009,1.15,19,31.6
600,1520,-0.0009,1.38,27,40.7
360,400,-0.001,2.6946,63,39.7
200,800,-0.001,1.8056,55,40.0
760,1760,-0.001,1.146,18,44.4
720,1800,-0.001,1.0972,20,45.0
440,880,-0.001,1.9434,42,35.7
520,840,-0.001,1.8993,39,35.9
520,680,-0.001,1.9459,44,40.9
320,920,-0.001,1.8768,45,33.3
800,1720,-0.001,1.2129,18,38.9
440,560,-0.0011,1.5466,49,38.8
600,1640,-0.0011,1.3678,25,44.0
200,920,-0.0011,1.802,55,41.8
800,1680,-0.0011,1.1056,19,36.8
600,1680,-0.0011,1.4559,25,44.0
960,1560,-0.0011,1.1302,18,38.9
400,880,-0.0011,1.9249,43,37.2
720,1720,-0.0011,1.1062,20,40.0
400,560,-0.0012,1.7516,52,40.4
840,1720,-0.0012,1.2312,18,38.9
360,880,-0.0012,1.9116,44,34.1
360,800,-0.0012,1.9125,46,34.8
640,1800,-0.0012,1.4634,24,29.2
840,1480,-0.0012,1.2295,22,40.9
840,1760,-0.0012,1.304,18,38.9
840,1680,-0.0012,1.2194,18,38.9
560,600,-0.0012,1.5442,44,34.1
280,400,-0.0012,2.4396,69,42.0
280,800,-0.0012,1.8752,50,40.0
280,1600,-0.0012,1.5305,39,28.2
800,1840,-0.0012,1.1584,19,36.8
840,1800,-0.0013,1.194,18,33.3
840,1600,-0.0013,1.1857,21,33.3
240,1600,-0.0013,1.4635,39,30.8
240,720,-0.0013,1.8356,53,39.6
280,1560,-0.0013,1.6147,39,28.2
280,1000,-0.0013,1.8537,46,30.4
600,720,-0.0013,1.9057,40,35.0
320,960,-0.0013,1.891,44,34.1
320,1560,-0.0013,1.6673,35,31.4
920,1560,-0.0013,1.1211,19,42.1
200,1680,-0.0013,1.3388,44,25.0
200,1640,-0.0013,1.4663,47,25.5
1000,1880,-0.0014,1.5243,17,35.3
720,1840,-0.0014,1.1357,19,42.1
760,1520,-0.0014,1.2151,23,39.1
680,840,-0.0014,1.8586,39,38.5
280,520,-0.0014,2.6541,58,36.2
320,600,-0.0015,1.8815,55,47.3
240,840,-0.0015,1.8247,50,40.0
440,2320,-0.0015,1.444,25,32.0
440,920,-0.0015,1.9388,40,35.0
400,2400,-0.0015,1.4579,24,25.0
520,1760,-0.0015,1.4264,27,44.4
240,2360,-0.0015,1.5323,31,29.0
200,1000,-0.0015,1.8011,50,34.0
280,960,-0.0016,1.8512,47,29.8
720,1760,-0.0016,1.11,20,40.0
920,1600,-0.0016,1.2435,18,38.9
680,1800,-0.0016,1.1846,20,40.0
320,840,-0.0016,1.873,50,38.0
280,920,-0.0016,1.8887,49,30.6
880,1520,-0.0016,1.232,21,38.1
880,1600,-0.0016,1.1898,19,42.1
960,1600,-0.0016,1.3001,18,38.9
720,760,-0.0016,1.8651,38,34.2
720,840,-0.0017,1.6444,36,30.6
600,1720,-0.0017,1.5405,25,36.0
880,1720,-0.0017,1.2196,18,38.9
320,1000,-0.0017,1.8636,44,36.4
320,2400,-0.0017,1.615,27,29.6
1000,1840,-0.0017,1.5816,19,36.8
280,480,-0.0017,2.6667,60,33.3
440,1000,-0.0017,1.9149,37,37.8
520,1640,-0.0017,1.5113,25,44.0
400,1040,-0.0017,1.8862,37,40.5
840,1520,-0.0017,1.2489,22,45.5
200,640,-0.0018,1.652,61,44.3
360,960,-0.0018,1.8912,43,34.9
720,800,-0.0018,1.8584,39,35.9
720,1280,-0.0018,1.4764,27,40.7
880,1760,-0.0018,1.216,18,38.9
880,1680,-0.0018,1.2948,18,38.9
280,880,-0.0018,1.8755,49,34.7
400,960,-0.0018,1.9203,41,31.7
560,1680,-0.0018,1.4223,25,44.0
760,1800,-0.0018,1.2554,19,36.8
200,840,-0.0018,1.806,54,35.2
960,1480,-0.0018,1.2113,20,40.0
760,800,-0.0019,1.6289,36,30.6
320,1040,-0.0019,1.8383,43,37.2
760,1200,-0.0019,1.5082,27,33.3
680,880,-0.0019,1.6745,35,31.4
600,1480,-0.0019,1.5619,28,32.1
520,1680,-0.0019,1.5316,26,46.2
880,1480,-0.0019,1.2977,22,36.4
560,800,-0.0019,1.9333,39,41.0
1000,1520,-0.0019,1.324,19,42.1
200,880,-0.0019,1.8081,53,34.0
1000,1760,-0.0019,1.5889,17,35.3
920,1520,-0.002,1.2197,21,38.1
760,1480,-0.002,1.269,23,39.1
680,720,-0.002,1.8748,39,33.3
200,720,-0.002,1.9271,55,40.0
600,640,-0.002,1.6905,43,34.9
560,1800,-0.002,1.6776,26,42.3
400,2360,-0.002,1.5206,24,25.0
480,920,-0.002,1.9548,40,35.0
520,1800,-0.002,1.4859,25,36.0
200,2320,-0.002,1.7268,33,30.3
840,1640,-0.002,1.2135,19,36.8
440,520,-0.002,1.9027,52,40.4
520,880,-0.002,1.8898,39,35.9
280,2280,-0.0021,1.8214,29,34.5
320,440,-0.0021,2.8341,60,36.7
640,840,-0.0021,1.8736,38,36.8
240,880,-0.0021,1.8335,52,36.5
640,720,-0.0021,1.8693,39,38.5
640,800,-0.0021,1.8801,39,38.5
320,400,-0.0021,2.6524,66,36.4
240,2320,-0.0021,1.6246,33,30.3
440,960,-0.0021,1.8935,40,30.0
520,1720,-0.0021,1.509,28,39.3
320,2360,-0.0022,1.6619,28,25.0
480,520,-0.0022,1.7183,50,32.0
480,2440,-0.0022,1.4897,23,34.8
840,1560,-0.0022,1.3182,21,38.1
480,2400,-0.0022,1.518,23,34.8
760,1840,-0.0022,1.2505,19,36.8
360,1000,-0.0022,1.8763,40,35.0
600,840,-0.0022,1.9006,39,35.9
920,1720,-0.0022,1.3045,18,38.9
760,1160,-0.0022,1.5089,27,44.4
680,800,-0.0022,1.8791,38,34.2
360,1040,-0.0022,1.881,41,36.6
280,1680,-0.0022,1.4618,38,26.3
720,1240,-0.0022,1.4978,27,37.0
840,1120,-0.0023,1.5089,27,29.6
240,1560,-0.0023,1.567,46,28.3
280,2360,-0.0023,1.78,28,32.1
960,1520,-0.0023,1.2259,20,45.0
920,1640,-0.0023,1.3533,18,38.9
400,520,-0.0023,2.0494,52,34.6
240,1520,-0.0023,1.6927,45,26.7
1000,1640,-0.0024,1.5295,17,41.2
520,1600,-0.0024,1.6623,26,42.3
240,960,-0.0024,1.8341,51,35.3
440,2400,-0.0024,1.4761,24,29.2
240,680,-0.0024,1.9312,56,37.5
920,1000,-0.0024,1.5084,31,41.9
240,2280,-0.0024,1.6717,31,25.8
400,1000,-0.0024,1.9165,39,33.3
680,760,-0.0024,1.8611,38,39.5
920,1680,-0.0024,1.3434,18,38.9
200,1720,-0.0024,1.4977,45,24.4
800,1160,-0.0024,1.5085,27,33.3
760,1240,-0.0024,1.4978,27,29.6
600,1760,-0.0024,1.6627,25,36.0
760,1400,-0.0025,1.4665,25,36.0
480,1760,-0.0025,1.6126,28,39.3
640,760,-0.0025,1.8708,39,35.9
320,2320,-0.0025,1.6852,28,25.0
920,1480,-0.0025,1.3514,21,33.3
560,840,-0.0025,1.9322,39,38.5
720,1320,-0.0025,1.4557,27,33.3
960,1640,-0.0025,1.3505,18,38.9
1000,1560,-0.0025,1.3614,18,38.9
320,1600,-0.0026,1.6292,36,27.8
440,2440,-0.0026,1.4664,24,29.2
480,2320,-0.0026,1.6228,23,34.8
880,1560,-0.0026,1.239,21,38.1
320,1200,-0.0026,1.5086,39,38.5
320,1480,-0.0026,1.9392,37,35.1
440,2360,-0.0026,1.5005,24,33.3
840,1040,-0.0026,1.5084,30,33.3
1000,1600,-0.0027,1.4757,18,38.9
280,1720,-0.0027,1.4449,38,26.3
800,1080,-0.0027,1.5087,29,34.5
320,2280,-0.0027,1.7637,27,25.9
480,1720,-0.0027,1.6638,29,34.5
600,800,-0.0027,1.901,39,30.8
400,1760,-0.0027,1.5155,31,32.3
600,760,-0.0027,1.8948,39,30.8
480,960,-0.0027,1.9479,39,35.9
600,1800,-0.0028,1.685,24,33.3
280,2320,-0.0028,1.8202,28,32.1
280,1480,-0.0028,1.9872,42,31.0
200,240,-0.0028,2.2525,113,36.3
360,1160,-0.0028,1.6383,37,35.1
600,880,-0.0029,1.8826,38,31.6
360,2400,-0.0029,1.7181,26,26.9
760,1360,-0.0029,1.4415,25,28.0
880,1040,-0.0029,1.5087,30,36.7
240,1000,-0.0029,1.8102,49,40.8
560,1560,-0.0029,1.723,27,40.7
400,1720,-0.0029,1.6224,29,31.0
920,960,-0.0029,1.5087,30,40.0
480,1680,-0.0029,1.7209,27,37.0
400,2320,-0.0029,1.5298,26,23.1
520,1560,-0.0029,1.7069,26,38.5
680,1320,-0.0029,1.458,27,33.3
760,960,-0.0029,1.5087,32,37.5
280,1760,-0.0029,1.483,36,27.8
840,880,-0.003,1.5986,32,31.2
360,2360,-0.003,1.7043,26,26.9
840,1080,-0.003,1.5087,28,32.1
440,480,-0.003,2.1301,52,36.5
880,1000,-0.003,1.5086,30,36.7
200,2280,-0.003,1.8374,36,33.3
560,880,-0.0031,2.0466,39,30.8
360,2320,-0.0031,1.7701,26,26.9
400,1680,-0.0031,1.5638,31,32.3
520,920,-0.0031,1.9712,39,30.8
1000,1800,-0.0031,1.6572,18,33.3
760,1120,-0.0031,1.5087,29,27.6
480,2360,-0.0031,1.6606,23,34.8
880,960,-0.0031,1.5088,31,29.0
480,1000,-0.0032,1.9738,37,37.8
480,1640,-0.0032,1.7837,29,37.9
440,1040,-0.0032,1.9248,37,37.8
840,1000,-0.0032,1.5086,31,32.3
280,1040,-0.0032,1.8639,45,28.9
600,2880,-0.0032,1.7553,16,25.0
960,1680,-0.0032,1.4291,18,38.9
920,1840,-0.0032,1.514,19,42.1
280,1200,-0.0032,1.5088,42,33.3
680,1360,-0.0032,1.4418,27,29.6
800,1120,-0.0032,1.509,28,32.1
320,1160,-0.0032,1.5085,40,37.5
560,1720,-0.0032,1.6507,26,38.5
560,1760,-0.0032,1.719,25,36.0
800,1200,-0.0033,1.5044,26,30.8
800,920,-0.0033,1.6221,31,32.3
320,1520,-0.0033,2.0054,37,27.0
720,1360,-0.0033,1.4418,27,33.3
200,680,-0.0033,1.9343,60,38.3
480,1560,-0.0033,1.7041,29,34.5
960,1440,-0.0034,1.2637,22,36.4
840,960,-0.0034,1.5088,32,37.5
280,640,-0.0034,1.849,55,40.0
640,880,-0.0034,1.8646,40,30.0
960,1720,-0.0034,1.6429,18,33.3
280,1160,-0.0034,1.5087,43,34.9
280,1240,-0.0034,1.5086,43,34.9
200,1480,-0.0034,1.6187,49,26.5
200,1240,-0.0034,1.5086,50,34.0
920,1760,-0.0035,1.604,18,33.3
400,1640,-0.0035,1.6206,32,34.4
760,1280,-0.0035,1.5019,26,34.6
800,1240,-0.0035,1.498,26,26.9
560,1480,-0.0035,1.8718,28,32.1
920,1280,-0.0035,1.5963,25,36.0
440,1640,-0.0035,1.6291,29,34.5
640,1360,-0.0035,1.4565,28,28.6
760,1320,-0.0036,1.5596,26,26.9
960,1840,-0.0036,1.5198,18,27.8
480,1600,-0.0036,1.738,28,35.7
240,1120,-0.0036,1.5583,48,33.3
520,1000,-0.0036,1.9605,38,34.2
240,1280,-0.0036,1.5088,47,31.9
1000,1200,-0.0036,1.6759,25,36.0
800,2720,-0.0036,1.5999,10,40.0
880,1080,-0.0036,1.7103,26,34.6
760,2760,-0.0036,1.5669,11,45.5
1000,1440,-0.0037,1.4249,20,40.0
1000,1480,-0.0037,1.4813,22,31.8
960,1800,-0.0037,1.5508,18,27.8
1000,1680,-0.0037,1.8257,17,35.3
920,1040,-0.0037,1.7563,27,29.6
560,960,-0.0037,2.0,40,32.5
520,960,-0.0037,2.1173,39,30.8
920,1320,-0.0037,1.6237,25,36.0
800,1040,-0.0037,1.5086,32,28.1
560,1520,-0.0038,1.9621,28,35.7
400,1560,-0.0038,1.6993,30,33.3
240,1240,-0.0038,1.509,47,34.0
440,1680,-0.0038,1.7403,30,36.7
1000,1160,-0.0038,1.6323,25,32.0
1000,1720,-0.0038,1.7148,17,29.4
880,1320,-0.0038,1.6888,25,40.0
760,2720,-0.0039,1.6379,11,27.3
800,840,-0.0039,1.7961,34,29.4
600,2920,-0.0039,1.9147,15,26.7
680,920,-0.0039,1.6436,34,29.4
760,880,-0.0039,1.7684,34,23.5
960,1760,-0.0039,1.7689,17,35.3
320,1240,-0.0039,1.5825,39,38.5
720,1200,-0.0039,1.5172,30,30.0
960,1040,-0.0039,1.8429,27,33.3
960,1200,-0.0039,1.5815,25,32.0
960,1240,-0.0039,1.7352,25,32.0
920,1800,-0.0039,1.6701,18,33.3
200,1520,-0.0039,1.5765,50,24.0
600,920,-0.0039,1.9096,40,32.5
880,1360,-0.0039,1.7208,25,36.0
840,1400,-0.0039,1.7478,25,36.0
680,960,-0.004,1.8458,34,29.4
920,1200,-0.004,1.561,25,32.0
440,1600,-0.004,1.7357,31,35.5
920,1080,-0.004,1.7375,26,26.9
600,3000,-0.004,1.8593,15,20.0
600,2960,-0.004,1.9428,15,26.7
880,1800,-0.004,1.6402,18,33.3
520,1520,-0.004,1.8587,29,31.0
760,2800,-0.004,1.6068,12,41.7
960,1000,-0.004,1.884,30,26.7
960,1280,-0.004,1.6718,25,36.0
200,1200,-0.004,1.5317,51,33.3
240,1200,-0.0041,1.6643,49,30.6
360,1760,-0.0041,1.7512,33,27.3
240,1160,-0.0041,1.7159,49,36.7
920,1240,-0.0041,1.5964,25,32.0
720,1000,-0.0041,1.6119,31,32.3
1000,1120,-0.0041,1.5714,25,36.0
840,1360,-0.0041,1.7021,25,36.0
840,1840,-0.0041,1.5939,19,31.6
400,480,-0.0041,1.9922,52,36.5
880,1120,-0.0041,1.8017,27,29.6
400,1160,-0.0042,1.5657,35,37.1
400,1600,-0.0042,1.7857,31,35.5
880,920,-0.0042,1.5088,32,31.2
1000,1240,-0.0042,1.7393,25,36.0
800,1400,-0.0042,1.7739,25,36.0
960,1160,-0.0042,1.605,25,32.0
840,1320,-0.0042,1.6758,25,36.0
840,2600,-0.0042,1.7316,11,27.3
680,1280,-0.0042,1.5689,29,31.0
1000,1080,-0.0042,1.5695,26,34.6
360,1520,-0.0042,2.1565,33,24.2
720,920,-0.0042,1.8016,34,23.5
720,880,-0.0042,1.6848,34,29.4
360,1480,-0.0043,2.1217,37,32.4
320,1640,-0.0043,1.7716,37,24.3
880,1200,-0.0043,1.6585,26,38.5
760,840,-0.0043,1.6829,34,29.4
840,1160,-0.0043,1.7997,26,30.8
280,600,-0.0043,1.9032,57,45.6
800,2680,-0.0043,1.7197,11,27.3
360,1200,-0.0043,1.6276,37,35.1
200,1120,-0.0043,1.6714,53,32.1
360,1720,-0.0043,1.6736,35,31.4
600,2840,-0.0043,1.953,16,25.0
440,1560,-0.0044,1.835,31,35.5
320,1760,-0.0044,1.7102,33,27.3
880,1840,-0.0044,1.5749,19,31.6
280,1280,-0.0044,1.5414,44,29.5
560,920,-0.0044,2.0893,39,30.8
600,2760,-0.0044,1.9784,16,31.2
800,1360,-0.0044,1.8337,25,32.0
440,1760,-0.0044,1.7733,30,30.0
600,2800,-0.0044,1.9472,16,25.0
240,640,-0.0044,1.9034,61,37.7
880,1240,-0.0045,1.664,25,32.0
880,1280,-0.0045,1.6493,25,36.0
960,1320,-0.0045,1.7713,25,32.0
800,1320,-0.0045,1.81,25,36.0
640,1280,-0.0046,1.6284,30,23.3
720,1040,-0.0046,1.7323,30,30.0
920,1120,-0.0046,1.7179,26,30.8
920,1160,-0.0046,1.6734,26,34.6
880,1400,-0.0046,1.7039,25,36.0
840,1280,-0.0046,1.748,25,32.0
400,1200,-0.0046,1.72,35,34.3
640,1000,-0.0046,1.8443,34,23.5
680,1080,-0.0047,1.7575,30,26.7
600,1040,-0.0047,1.868,33,36.4
640,920,-0.0047,1.8524,37,29.7
400,1520,-0.0047,1.9267,34,35.3
440,1720,-0.0047,1.8254,30,33.3
720,1160,-0.0047,1.713,30,23.3
720,960,-0.0047,1.8349,32,21.9
360,1600,-0.0047,1.9014,34,26.5
320,1680,-0.0048,1.7973,36,25.0
920,1360,-0.0048,1.7513,25,40.0
360,1280,-0.0048,1.7123,38,36.8
600,2720,-0.0048,2.0599,16,18.8
840,1200,-0.0048,1.8009,26,30.8
840,920,-0.0049,1.6933,31,32.3
600,1000,-0.0049,1.7685,35,31.4
760,2560,-0.0049,1.8045,12,33.3
880,1440,-0.0049,1.8775,24,37.5
400,1240,-0.0049,1.7442,36,38.9
760,1000,-0.0049,1.7644,31,29.0
880,1160,-0.0049,1.7615,26,26.9
680,1000,-0.0049,1.9034,32,25.0
840,1240,-0.0049,1.8224,26,30.8
640,1320,-0.0049,1.765,29,27.6
640,2880,-0.0049,1.8703,14,28.6
960,1080,-0.0049,1.7492,26,30.8
800,1280,-0.0049,1.796,26,30.8
480,1040,-0.005,1.9352,37,32.4
440,1160,-0.005,1.8357,34,35.3
800,2640,-0.005,1.8501,12,25.0
1000,1040,-0.005,1.8009,26,30.8
480,1120,-0.005,1.7134,35,31.4
360,560,-0.005,2.0921,53,34.0
960,1120,-0.005,1.7595,26,34.6
680,1120,-0.005,1.6842,31,29.0
520,1080,-0.005,1.8915,37,35.1
360,1560,-0.005,2.1091,33,36.4
760,2680,-0.005,1.8096,12,25.0
760,2600,-0.005,1.89,12,33.3
680,1040,-0.0051,1.9881,31,29.0
480,1520,-0.0051,1.9726,31,29.0
760,920,-0.0051,1.93,35,20.0
400,1280,-0.0051,1.8393,36,36.1
480,1160,-0.0051,1.8352,34,35.3
680,1240,-0.0051,1.821,30,26.7
520,1040,-0.0051,1.9205,37,32.4
520,1160,-0.0051,1.8721,33,30.3
360,1680,-0.0051,1.8453,35,25.7
360,1240,-0.0051,1.8402,37,32.4
640,2920,-0.0051,1.929,13,30.8
440,1480,-0.0051,1.9992,32,31.2
600,1080,-0.0051,1.8993,33,27.3
600,1320,-0.0051,1.733,30,23.3
760,1080,-0.0051,1.7448,31,25.8
360,1640,-0.0051,1.964,34,26.5
520,1480,-0.0051,2.1404,30,30.0
640,1120,-0.0051,1.8772,31,25.8
800,1000,-0.0052,1.7443,32,31.2
760,2640,-0.0052,1.8309,12,25.0
720,2840,-0.0052,1.8688,13,23.1
760,1040,-0.0052,1.7286,31,22.6
720,2880,-0.0052,1.878,13,23.1
320,1280,-0.0052,1.7247,39,33.3
320,1720,-0.0052,1.8145,37,27.0
360,1320,-0.0052,1.8529,39,33.3
600,2680,-0.0053,2.1261,16,18.8
400,440,-0.0053,2.2025,55,43.6
560,1040,-0.0053,1.9448,36,36.1
640,960,-0.0053,1.9764,36,27.8
440,1240,-0.0053,1.9421,34,32.4
840,2560,-0.0053,1.861,13,23.1
760,2840,-0.0053,1.9052,12,25.0
600,960,-0.0053,1.9164,37,29.7
720,2920,-0.0054,1.9242,13,23.1
200,1160,-0.0054,1.7249,52,30.8
1000,1320,-0.0054,2.0137,25,32.0
1000,1360,-0.0054,1.9635,25,40.0
800,880,-0.0054,2.0499,34,23.5
680,1200,-0.0054,1.8004,30,20.0
600,1280,-0.0054,1.8534,30,30.0
560,1080,-0.0054,2.0372,34,35.3
840,2840,-0.0054,1.9511,10,40.0
480,1480,-0.0055,2.049,31,35.5
640,1200,-0.0055,1.9005,30,26.7
920,1440,-0.0055,2.02,23,30.4
640,3000,-0.0055,1.9256,13,23.1
800,960,-0.0055,1.8289,31,29.0
640,1040,-0.0055,1.8486,33,27.3
640,2960,-0.0055,1.9517,13,23.1
440,1520,-0.0055,2.0712,31,35.5
520,1120,-0.0055,1.9517,34,32.4
720,3000,-0.0055,2.0078,13,30.8
560,1000,-0.0055,1.9335,36,33.3
720,1120,-0.0055,1.7922,30,20.0
640,1160,-0.0056,1.8404,31,25.8
1000,1280,-0.0056,1.9316,25,32.0
560,1120,-0.0056,2.1115,33,33.3
480,1080,-0.0056,1.891,36,36.1
960,1360,-0.0056,1.9683,25,32.0
800,2600,-0.0056,1.9376,12,25.0
600,1360,-0.0056,1.893,30,26.7
600,2640,-0.0056,2.1367,16,18.8
840,2520,-0.0056,1.8513,14,35.7
720,2960,-0.0057,1.9719,13,23.1
800,2840,-0.0057,1.9978,10,30.0
600,1160,-0.0057,2.0035,31,25.8
960,1400,-0.0057,2.0276,23,30.4
800,2880,-0.0057,2.0487,11,27.3
920,1400,-0.0057,2.0455,25,32.0
680,1160,-0.0058,1.8854,29,24.1
720,2760,-0.0058,1.9789,14,21.4
800,2760,-0.0058,1.9885,10,30.0
720,2800,-0.0058,1.9627,13,23.1
640,1240,-0.0058,1.8635,30,23.3
640,2840,-0.0058,2.052,16,25.0
480,1200,-0.0058,2.021,34,29.4
560,2960,-0.0059,2.2152,16,25.0
800,2800,-0.0059,2.0248,10,30.0
440,1200,-0.0059,1.985,35,34.3
640,2720,-0.006,2.0289,16,25.0
600,1200,-0.006,1.9264,31,22.6
640,1080,-0.0061,2.0237,34,26.5
680,2800,-0.0062,2.1006,15,26.7
680,2720,-0.0062,2.0762,15,26.7
680,2880,-0.0062,1.9965,13,23.1
560,3000,-0.0062,2.2318,17,23.5
560,2800,-0.0062,2.2226,17,17.6
680,2960,-0.0062,2.0718,13,23.1
720,2680,-0.0062,2.0772,13,30.8
720,1080,-0.0063,2.0522,31,19.4
640,2680,-0.0063,2.088,15,33.3
560,1240,-0.0063,2.0124,31,25.8
560,2760,-0.0063,2.2349,16,18.8
680,2840,-0.0064,2.0426,13,23.1
680,2920,-0.0064,2.081,13,23.1
680,2680,-0.0064,2.0847,16,31.2
680,2640,-0.0064,2.1058,15,20.0
